,throttle,steer,pitch,yaw,roll,jump,boost,handbrake
1,-0.9921875,0.3515625,,,,False,False,
2,-0.9921875,0.3515625,,,,False,False,
3,-0.9921875,0.25,,,,False,False,
4,-0.9921875,0.25,,,,False,False,
5,-1.0,0.3125,,,,False,False,
6,-1.0,0.3125,,,,False,False,
7,-1.0,0.3125,,,,False,False,
8,-1.0,0.265625,,,,False,False,
9,-1.0,0.265625,,,,False,False,
10,-0.9921875,-0.0,,,,False,False,
11,-0.9921875,-0.0,,,,False,False,
12,-1.0,-0.59375,,,,False,False,
13,-1.0,-0.59375,,,,False,False,
14,-1.0,-0.59375,,,,False,False,
15,-0.9921875,-0.2421875,,,,False,False,
16,-0.9921875,-0.2421875,,,,False,False,
17,-1.0,-0.5703125,,,,False,False,
18,-1.0,-0.5703125,,,,False,False,
19,-1.0,-0.5703125,,,,False,False,
20,-0.9921875,-0.984375,,,,False,False,
21,-0.9921875,-0.984375,,,,False,False,
22,-0.9921875,-0.0,,,,False,False,
23,-0.9921875,-0.0,,,,False,False,
24,-0.9921875,-0.0,,,,False,False,
25,-0.9921875,-0.0,,,,False,False,
26,-0.9921875,-0.0,,,,False,False,
27,-1.0,-0.0,,,,False,False,
28,-1.0,-0.0,,,,False,False,
29,-0.9921875,0.4921875,,,,False,False,
30,-0.9921875,0.4921875,,,,False,False,
31,-0.9921875,0.4921875,,,,False,False,
32,-1.0,-0.0,,,,False,False,
33,-1.0,-0.0,,,,False,False,
34,-0.9921875,0.4296875,,,,False,False,
35,-0.9921875,0.4296875,,,,False,False,
36,-0.9921875,0.4296875,,,,False,False,
37,-0.9921875,0.0859375,,,,False,False,
38,-0.9921875,0.0859375,,,,False,False,
39,-0.9921875,-0.0,,,,False,False,
40,-0.9921875,-0.0,,,,False,False,
41,-0.9921875,-0.0,,,,False,False,
42,-0.9921875,0.3828125,,,,False,False,
43,-0.9921875,0.3828125,,,,False,False,
44,-1.0,-0.0,,,,False,False,
45,-1.0,-0.0,,,,False,False,
46,-1.0,-0.0,,,,False,False,
47,-1.0,-0.0,,,,False,False,
48,-1.0,-0.0,,,,False,False,
49,-0.9921875,-0.0,,,,False,False,
50,-0.9921875,-0.0,,,,False,False,
51,-0.9921875,-0.0,,,,False,False,
52,-1.0,-0.0,,,,False,False,
53,-1.0,-0.0,,,,False,False,
54,-0.9921875,-0.375,,,,False,False,
55,-0.9921875,-0.375,,,,False,False,
56,-1.0,-0.0,,,,False,False,
57,-1.0,-0.0,,,,False,False,
58,-1.0,-0.0,,,,False,False,
59,-1.0,-0.0,,,,False,False,
60,-1.0,-0.0,,,,False,False,
61,-0.9921875,0.375,,,,False,False,
62,-0.9921875,0.375,,,,False,False,
63,-1.0,-0.1171875,,,,False,False,
64,-1.0,-0.1171875,,,,False,False,
65,-1.0,-0.1171875,,,,False,False,
66,-0.9921875,-0.0,,,,False,False,
67,-0.9921875,-0.0,,,,False,False,
68,-1.0,-0.0,,,,False,False,
69,-1.0,-0.0,,,,False,False,
70,-1.0,-0.0,,,,False,False,
71,-0.9921875,-0.0,,,,False,False,
72,-0.9921875,-0.0,,,,False,False,
73,-1.0,-0.0,,,,False,False,
74,-1.0,-0.0,,,,False,False,
75,-1.0,-0.0,,,,False,False,
76,-1.0,-0.0,,,,False,False,
77,-1.0,-0.0,,,,False,False,
78,-1.0,-0.0,,,,False,False,
79,-1.0,-0.0,,,,False,False,
80,-0.9921875,-0.0,,,,False,False,
81,-0.9921875,-0.0,,,,False,False,
82,-0.9921875,-0.0,,,,False,False,
83,-0.9921875,-0.0,,,,False,False,
84,-0.9921875,0.0703125,,,,False,False,
85,-0.9921875,0.0859375,,,,False,False,
86,-0.9921875,0.0859375,,,,False,False,
87,-0.9921875,0.0859375,,,,False,False,
88,-1.0,-0.0,,,,False,False,
89,-1.0,-0.0,,,,False,False,
90,-1.0,-0.0,,,,False,False,
91,-1.0,-0.0,,,,False,False,
92,-0.9921875,0.578125,,,,False,False,
93,-0.9921875,0.578125,,,,False,False,
94,-1.0,1.0,,,,False,False,
95,-1.0,1.0,,,,False,False,
96,-1.0,1.0,,,,False,False,
97,-1.0,-0.0,,,,False,False,
98,-1.0,-0.0,,,,False,False,
99,-1.0,0.8671875,,,,False,False,
100,-1.0,0.8671875,,,,False,False,
101,-1.0,0.8671875,,,,False,False,
