,throttle,steer,pitch,yaw,roll,jump,boost,handbrake
9122,,,,,,False,,
9123,,,,,,False,,
9124,,,,,,False,,
9125,,,,,,False,,
9126,,,,,,False,,
9127,,,,,,False,,
9128,,,,,,False,,
9129,,,,,,False,,
9130,,,,,,False,,
9131,,,,,,False,,
9132,,,,,,False,,
9133,,,,,,False,,
9134,,,,,,False,,
9135,,,,,,False,,
9136,,,,,,False,,
9137,,,,,,False,,
9138,,,,,,False,,
9139,,,,,,False,,
9140,,,,,,False,,
9141,,,,,,False,,
9142,,,,,,False,,
9143,,,,,,False,,
9144,,,,,,False,,
9145,,,,,,False,,
9146,,,,,,False,,
9147,,,,,,False,,
9148,,,,,,False,,
9149,,,,,,False,,
9150,,,,,,False,,
9151,,,,,,False,,
9152,,,,,,False,,
9153,,,,,,False,,
9154,,,,,,False,,
9155,,,,,,False,,
9156,,,,,,False,,
9157,,,,,,False,,
9158,,,,,,False,,
9159,,,,,,False,,
9160,,,,,,False,,
9161,,,,,,False,,
9162,,,,,,False,,
9163,,,,,,False,,
9164,,,,,,False,,
9165,,,,,,False,,
9166,,,,,,False,,
9167,,,,,,False,,
9168,,,,,,False,,
9169,,,,,,False,,
9170,,,,,,False,,
9171,,,,,,False,,
9172,,,,,,False,,
9173,,,,,,False,,
9174,,,,,,False,,
9175,,,,,,False,,
9176,,,,,,False,,
9177,,,,,,False,,
9178,,,,,,False,,
9179,,,,,,False,,
9180,,,,,,False,,
9181,,,,,,False,,
9182,,,,,,False,,
9183,,,,,,False,,
9184,,,,,,False,,
9185,,,,,,False,,
9186,,,,,,False,,
9187,,,,,,False,,
9188,,,,,,False,,
9189,,,,,,False,,
9190,,,,,,False,,
9191,,,,,,False,,
9192,,,,,,False,,
9193,,,,,,False,,
9194,,,,,,False,,
9195,,,,,,False,,
9196,,,,,,False,,
9197,,,,,,False,,
9198,,,,,,False,,
9199,,,,,,False,,
9200,,,,,,False,,
9201,,,,,,False,,
9202,,,,,,False,,
9203,,,,,,False,,
9204,,,,,,False,,
9205,,,,,,False,,
9206,,,,,,False,,
9207,,,,,,False,,
9208,,,,,,False,,
9209,,,,,,False,,
9210,,,,,,False,,
9211,,,,,,False,,
9212,,,,,,False,,
9213,,,,,,False,,
9214,,,,,,False,,
9215,,,,,,False,,
9216,,,,,,False,,
9217,,,,,,False,,
9218,,,,,,False,,
9219,,,,,,False,,
9220,,,,,,False,,
